timestamp,t_sec,gps_alt,baro_alt,baro_alt_amsl,altitude_m,airspeed,gps_speed,gps_course,roll,pitch,yaw,load,rpm,egt_c,cht_c,oil_temp_c,oil_pressure_bar,fuel_flow_lph,vibration,battery_voltage_v,battery_current_a,battery_soc_pct,fault_type,fault_severity,rul_frac,run_id,source_file,ambient_offset_c,archetype,near_miss
1780420000.0,0.0,580.0,0.0,579.88,0.0,0.021203938490749356,0.020611162505273232,355.94135053004914,0.08840574195506556,1.2399490082089006,355.94135053004914,0.34189176971331214,3229.6053787368746,744.6062799575753,66.28440073944141,51.602354275693244,2.767923291480363,10.645921874149913,0.9710168862734021,12.449,2.236,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420000.25,0.25,580.0,0.0,579.88,0.32,0.016053261421728013,0.016812766525918153,359.3891780039069,-1.121299206888699,1.031332287296359,359.3891780039069,0.3435718174902774,3128.1010878971256,790.7075217298768,106.3437278199832,47.305120923868614,2.8183069136595984,11.614563010181655,1.0075284682665386,12.451,2.147,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420000.5,0.5,580.0,0.0,579.88,0.63,0.04603963706192968,0.04666432331881793,1.9518551645757904,0.34512033607552856,2.090120278968523,1.9518551645757904,0.3461830317810444,3444.41764085184,724.6524118683371,68.59300834186821,46.49418865279734,2.7362515910437493,9.925398609578151,0.9701348367569433,12.533,2.085,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420000.75,0.75,580.0,0.0,579.88,0.95,0.07838454532991695,0.08054795808768193,356.98353718627556,-0.5528684782826446,1.118692136141227,356.98353718627556,0.34945569260968756,3416.5610194620085,739.4202876157364,63.36289251066249,49.20201539445218,2.5103507099010094,3.27790843399747,1.0862175665414062,12.498,2.099,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420001.0,1.0,581.1038949403866,1.1038949403865965,580.9838949403866,1.26,0.06371422478165248,0.06410522709110264,3.0729845051093343,-0.3230725761227737,1.6747621292714865,3.0729845051093343,0.34750706772648055,3346.45845282719,816.4913997376943,80.95317514001835,42.572601419990036,2.523210057706895,6.320227093518317,0.9959959275672222,12.563,2.15,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420001.25,1.25,584.9631015264667,4.963101526466746,584.8431015264667,1.58,0.13915755992665962,0.1395627080489455,350.28567346284166,-0.09290621379506236,1.8272674114882992,350.28567346284166,0.34497281828009047,2868.8101513980023,740.7143615517061,69.70523746622189,55.952818869027745,2.7537585942986107,5.427034172007007,0.8167708752714494,12.595,2.027,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420001.5,1.5,583.3298493279251,3.3298493279250634,583.2098493279251,1.89,0.17641157733864707,0.17642191705141724,357.91395590430466,0.7642848722314015,2.0667505739758596,357.91395590430466,0.34100808673094796,2901.4196161448695,721.6126232514052,67.5284028368739,67.97777523099106,2.9721109994268136,9.671963305805573,0.727523258996939,12.597,2.11,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420001.75,1.75,580.8824158786331,0.8824158786330643,580.7624158786331,2.21,0.19846642166758027,0.20504886874785996,7.5471027189668245,0.15675663807899765,1.8475476513656932,7.5471027189668245,0.34241454560205015,2861.6539133007327,779.3951651734911,94.38260033705427,29.15764001337776,2.563033877590079,8.06025969771839,0.9181406333424706,12.491,2.088,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420002.0,2.0,582.9697594473882,2.9697594473882796,582.8497594473882,2.53,0.26055639168420175,0.2585537015883345,8.232617408219834,0.41687914329536063,1.6340907150595037,8.232617408219834,0.3456373287430289,3509.7538463692563,769.0132806680573,96.9103349510547,59.10336695007194,2.721532614837599,6.987475357176479,0.8183744411826814,12.557,2.056,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420002.25,2.25,583.4071290824457,3.4071290824457083,583.2871290824457,2.84,0.32457170821490683,0.328826939294225,0.4560758471679659,-0.1987550530006979,1.528271568500768,0.4560758471679659,0.3440822485001316,2842.180798592077,735.40231678144,55.058005765713574,43.89901929307457,2.6860222654355552,8.464236328475227,0.9910438012457077,12.511,2.275,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420002.5,2.5,581.7281831993471,1.728183199347132,581.6081831993471,3.16,0.27365289554063826,0.2626227905616893,357.7573943556333,0.5649837518082188,1.9023642889732675,357.7573943556333,0.347061159490196,3158.107622482543,793.6935365929896,72.27810347687958,56.704030847789085,3.099560626003141,7.023267041083795,0.780088231966507,12.519,1.909,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420002.75,2.75,584.5920142675006,4.592014267500616,584.4720142675006,3.47,0.337889781951757,0.35219149405646216,359.6673530612518,-0.4363857003922863,1.971357259593489,359.6673530612518,0.3483227094151688,3250.183364748463,775.8014987035916,80.48805585099132,36.99901717976569,3.262923990981051,8.193188158957911,0.9716114269426318,12.403,2.14,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420003.0,3.0,584.9612808813613,4.961280881361272,584.8412808813613,3.79,0.2860598899929398,0.2825977963657746,1.0372884197976122,0.4401822338217966,1.6099361096570763,1.0372884197976122,0.34851586464207707,3885.6846802339387,752.9483204007396,109.31302386201637,44.70873257181031,2.8275434427571557,7.107257639701698,0.8638803591703087,12.493,2.095,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420003.25,3.25,583.5897942376637,3.5897942376636855,583.4697942376637,4.1,0.34867219437611974,0.351607233033851,0.2288084195633437,-0.45630760648060514,1.4288436945823333,0.2288084195633437,0.34769542932949615,2685.9505424707195,788.3143795428704,69.63386981756157,48.81271073265302,2.5269066463434235,6.513786254830528,1.1223434436314554,12.399,2.066,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420003.5,3.5,582.8419813913666,2.841981391366594,582.7219813913666,4.42,0.40779767953572865,0.4045036903266953,357.1540817334276,0.0721949959207212,1.102806386671844,357.1540817334276,0.34483981390298896,3345.3751609067745,761.8003600290637,48.66501448414039,39.71002193206572,2.727323999753753,9.310064392894631,0.9659860929216598,12.466,2.124,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420003.75,3.75,584.7215269287719,4.721526928771987,584.6015269287719,4.74,0.37666040817159174,0.365856066789216,1.844021790244373,-2.2930378942403893,2.360389553757609,1.844021790244373,0.34671328735258755,3010.658254805637,720.785606552499,86.13968032858361,46.8870965128093,2.984550410293059,8.205831495164157,0.8880673198651079,12.486,2.298,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
1780420004.0,4.0,585.798583590487,5.798583590487018,585.678583590487,5.05,0.42630354552396393,0.43326886437282824,357.22439700028633,0.43655049682411573,2.015129364374552,357.22439700028633,0.3497690653389932,2961.1800360397515,765.2795700661061,83.97213527087912,33.41502359047762,1.974737876043004,3.9835796722936623,0.9138519425262086,12.486,2.11,100.0,healthy,0.0,1.0,scenario_high_altitude_cruise,scenario_high_altitude_cruise.csv,0,high_altitude_cruise,0
